,user_id,country,sex,height,weight,age,years_cl,date_first,date_last,grades_count,grades_first,grades_last,grades_max,grades_mean,year_first,year_last
8529,45566,USA,0,185,68,23.0,9,2012-04-07 22:00:00,2013-07-08 22:00:00,5,55,59,59,54.0,2012,2013
8530,45572,RUS,0,179,73,36.0,10,2011-12-18 23:00:00,2011-09-14 22:00:00,3,57,53,57,54.333333333333336,2011,2011
8531,45573,USA,0,180,78,29.0,8,2012-03-06 23:00:00,2011-12-13 23:00:00,2,36,38,38,37.0,2012,2011
8532,45581,other,0,178,73,38.0,16,2011-05-01 22:00:00,2013-03-21 23:00:00,50,51,51,65,49.7,2011,2013
8533,45588,other,0,168,58,39.0,16,2006-04-03 22:00:00,2014-01-29 23:00:00,22,58,55,65,54.95454545454545,2006,2014
8534,45594,other,0,173,63,33.0,6,2012-05-16 22:00:00,2012-10-07 22:00:00,4,33,31,36,32.75,2012,2012
8535,45616,POL,0,175,68,39.0,17,2012-08-25 22:00:00,2017-06-16 22:00:00,342,62,40,68,50.69298245614035,2012,2017
8536,45623,ESP,0,170,68,39.0,5,2013-01-21 23:00:00,2017-08-19 22:00:00,221,49,46,57,46.1764705882353,2013,2017
8537,45624,USA,1,169,58,31.0,8,2012-08-29 22:00:00,2013-05-19 22:00:00,25,51,46,55,47.84,2012,2013
8538,45635,NOR,0,182,73,27.0,7,2012-06-29 22:00:00,2013-05-25 22:00:00,6,40,36,40,37.0,2012,2013
8539,45638,NLD,0,177,83,45.0,6,2014-07-06 22:00:00,2014-07-06 22:00:00,1,33,33,33,33.0,2014,2014
8540,45641,POL,0,188,83,34.0,9,2013-06-15 22:00:00,2017-09-10 22:00:00,349,48,46,64,46.99713467048711,2013,2017
8541,45655,ESP,0,185,78,41.0,5,2012-10-06 22:00:00,2017-06-11 22:00:00,217,38,51,55,44.61290322580645,2012,2017
8542,45670,other,1,160,48,29.0,8,2011-07-31 22:00:00,2012-10-09 22:00:00,10,55,64,64,52.6,2011,2012
8543,45672,other,0,176,73,35.0,6,2013-02-17 23:00:00,2013-02-17 23:00:00,5,49,44,49,47.0,2013,2013
8544,45674,ITA,0,177,63,25.0,9,2014-07-20 22:00:00,2015-05-13 22:00:00,9,55,51,57,53.888888888888886,2014,2015
8545,45684,USA,0,188,73,25.0,6,2013-04-02 22:00:00,2013-04-02 22:00:00,4,46,33,46,38.5,2013,2013
8546,45687,ITA,0,176,73,44.0,6,2011-06-14 22:00:00,2014-05-25 22:00:00,81,36,44,49,40.28395061728395,2011,2014
8547,45694,USA,0,165,63,20.0,7,2012-10-02 22:00:00,2014-07-17 22:00:00,63,50,57,68,53.84126984126984,2012,2014
8548,45704,PRT,1,160,48,28.0,8,2014-09-26 22:00:00,2014-09-26 22:00:00,3,33,38,38,35.666666666666664,2014,2014
8549,45710,AUS,0,180,73,31.0,12,2013-02-20 23:00:00,2017-08-28 22:00:00,129,45,52,57,48.06976744186046,2013,2017
8550,45726,other,0,167,53,20.0,8,2012-09-11 22:00:00,2013-11-17 23:00:00,42,51,55,55,48.69047619047619,2012,2013
8551,45736,FRA,0,180,68,46.0,19,2001-06-04 22:00:00,2013-04-01 22:00:00,27,42,36,42,36.7037037037037,2001,2013
8552,45754,CHE,0,176,68,33.0,6,2012-08-30 22:00:00,2017-09-03 22:00:00,268,46,36,58,44.764925373134325,2012,2017
8553,45757,other,0,180,73,30.0,8,2012-10-13 22:00:00,2017-06-03 22:00:00,256,54,62,68,55.39453125,2012,2017
8554,45769,ITA,1,159,48,28.0,6,2012-08-16 22:00:00,2016-04-19 22:00:00,43,49,49,55,46.41860465116279,2012,2016
8555,45770,USA,0,185,68,20.0,5,2012-07-03 22:00:00,2013-07-23 22:00:00,32,33,50,53,43.40625,2012,2013
8556,45772,ZAF,0,181,78,30.0,6,2012-10-06 22:00:00,2012-10-05 22:00:00,2,33,31,33,32.0,2012,2012
8557,45775,BRA,0,170,68,35.0,6,2012-05-13 22:00:00,2014-05-31 22:00:00,31,37,31,51,38.354838709677416,2012,2014
8558,45776,SWE,1,173,58,34.0,10,2012-01-27 23:00:00,2012-10-20 22:00:00,45,54,49,55,49.02222222222223,2012,2012
8559,45781,USA,0,178,68,31.0,10,2012-10-12 22:00:00,2012-12-14 23:00:00,6,59,57,59,56.16666666666666,2012,2012
8560,45782,AUS,0,180,68,33.0,9,2012-11-02 23:00:00,2012-11-02 23:00:00,2,38,33,38,35.5,2012,2012
8561,45790,ITA,0,178,78,30.0,6,2017-07-28 22:00:00,2017-09-08 22:00:00,2,49,51,51,50.0,2017,2017
8562,45799,other,0,168,58,26.0,7,2009-05-11 22:00:00,2017-06-16 22:00:00,267,29,64,69,51.94756554307117,2009,2017
8563,45802,ITA,0,164,58,28.0,12,2011-08-01 22:00:00,2017-07-05 22:00:00,572,49,57,70,53.40384615384615,2011,2017
8564,45810,AUT,0,181,73,32.0,7,2012-02-19 23:00:00,2017-07-22 22:00:00,154,40,55,59,46.21428571428572,2012,2017
8565,45832,PRT,0,176,68,36.0,5,2012-10-04 22:00:00,2016-06-25 22:00:00,17,45,33,51,39.47058823529412,2012,2016
8566,45852,AUT,1,159,53,31.0,5,2013-04-30 22:00:00,2017-07-15 22:00:00,90,28,29,44,33.1,2013,2017
8567,45854,ITA,0,178,63,40.0,15,2012-10-13 22:00:00,2017-09-02 22:00:00,863,51,64,64,47.85747392815759,2012,2017
8568,45856,MEX,0,175,68,23.0,5,2012-11-01 23:00:00,2015-01-31 23:00:00,14,46,46,51,45.42857142857143,2012,2015
8569,45863,other,0,182,78,32.0,5,2012-11-17 23:00:00,2012-11-17 23:00:00,6,32,33,33,32.0,2012,2012
8570,45866,DEU,0,165,58,52.0,18,2012-04-30 22:00:00,2017-07-28 22:00:00,103,46,51,55,46.63106796116505,2012,2017
8571,45872,AUS,0,173,63,42.0,25,2012-10-13 22:00:00,2014-02-21 23:00:00,117,64,64,64,55.71794871794872,2012,2014
8572,45877,ITA,0,175,68,29.0,5,2012-08-01 22:00:00,2012-10-19 22:00:00,31,29,31,36,33.25806451612903,2012,2012
8573,45880,USA,0,166,58,28.0,25,2013-03-07 23:00:00,2010-08-11 22:00:00,10,44,55,55,41.3,2013,2010
8574,45901,ITA,0,162,53,61.0,5,2012-10-21 22:00:00,2012-10-21 22:00:00,8,29,36,36,32.25,2012,2012
8575,45908,ZAF,0,187,83,27.0,5,2012-10-11 22:00:00,2013-02-21 23:00:00,3,42,42,42,39.0,2012,2013
8576,45909,USA,0,177,78,55.0,11,2012-10-13 22:00:00,2016-09-11 22:00:00,29,43,36,46,37.793103448275865,2012,2016
8577,45914,ITA,0,178,63,28.0,9,2013-01-04 23:00:00,2014-04-30 22:00:00,8,57,57,59,55.875,2013,2014
8578,45917,AUS,0,172,68,29.0,6,2012-09-29 22:00:00,2014-12-11 23:00:00,11,49,40,55,48.09090909090909,2012,2014
8579,45925,BRA,0,186,68,37.0,18,2012-10-13 22:00:00,2011-03-13 23:00:00,4,55,57,57,55.5,2012,2011
8580,45927,ITA,0,162,53,61.0,5,2012-10-22 22:00:00,2012-11-21 23:00:00,15,29,36,36,33.0,2012,2012
8581,45929,ZAF,0,178,68,32.0,22,2012-10-21 22:00:00,2014-06-04 22:00:00,53,53,57,66,54.39622641509434,2012,2014
8582,45936,other,0,172,58,28.0,11,2011-12-14 23:00:00,2011-12-14 23:00:00,3,52,46,57,51.66666666666666,2011,2011
8583,45940,DEU,0,174,63,33.0,11,2011-08-23 22:00:00,2009-07-09 22:00:00,8,49,44,51,44.375,2011,2009
8584,45942,ZAF,0,184,78,33.0,10,2014-05-07 22:00:00,2014-06-06 22:00:00,3,51,49,51,49.66666666666666,2014,2014
8585,45948,POL,0,182,73,29.0,6,2012-10-17 22:00:00,2017-06-17 22:00:00,8,42,42,49,42.875,2012,2017
8586,45954,USA,0,185,68,31.0,19,2015-08-30 22:00:00,2015-04-01 22:00:00,4,54,53,54,52.25,2015,2015
8587,45955,ESP,0,176,73,43.0,11,2013-03-22 23:00:00,2014-08-14 22:00:00,18,49,49,51,45.22222222222222,2013,2014
8588,45958,FRA,0,182,73,46.0,19,2012-07-15 22:00:00,2016-10-31 23:00:00,29,38,38,44,36.89655172413793,2012,2016
8589,45967,ITA,0,185,73,34.0,11,2013-07-09 22:00:00,2015-12-14 23:00:00,50,57,53,62,54.22,2013,2015
8590,45982,FRA,1,160,48,55.0,22,2012-06-07 22:00:00,2012-05-25 22:00:00,29,59,53,59,51.96551724137931,2012,2012
8591,45999,FIN,0,177,63,32.0,6,2012-09-30 22:00:00,2012-09-27 22:00:00,3,36,36,38,36.66666666666666,2012,2012
8592,46000,other,0,188,83,35.0,6,2012-09-30 22:00:00,2014-11-04 23:00:00,51,36,51,51,41.03921568627451,2012,2014
8593,46004,DEU,0,173,63,24.0,10,2012-09-16 22:00:00,2017-09-03 22:00:00,575,68,64,68,55.05391304347826,2012,2017
8594,46019,POL,0,165,63,31.0,7,2011-05-07 22:00:00,2017-08-24 22:00:00,135,46,40,51,40.36296296296296,2011,2017
8595,46032,NOR,0,172,63,43.0,23,2012-10-29 23:00:00,2012-11-01 23:00:00,11,54,62,65,59.36363636363637,2012,2012
8596,46039,CAN,0,151,73,31.0,7,2010-09-05 22:00:00,2012-04-16 22:00:00,5,36,40,44,37.8,2010,2012
8597,46047,ESP,0,169,63,32.0,12,2012-06-21 22:00:00,2016-11-09 23:00:00,43,29,40,51,38.93023255813954,2012,2016
8598,46052,USA,0,192,83,31.0,6,2015-10-16 22:00:00,2016-06-06 22:00:00,12,33,33,36,31.83333333333333,2015,2016
8599,46060,ITA,0,165,48,20.0,6,2012-10-31 23:00:00,2016-07-27 22:00:00,56,62,59,72,56.142857142857146,2012,2016
8600,46116,FRA,0,172,73,28.0,7,2012-11-03 23:00:00,2014-03-28 23:00:00,13,44,49,49,39.92307692307692,2012,2014
8601,46117,POL,0,176,73,33.0,11,2010-08-05 22:00:00,2017-03-23 23:00:00,29,46,40,46,38.13793103448276,2010,2017
8602,46123,other,0,183,78,44.0,7,2012-07-03 22:00:00,2015-07-12 22:00:00,55,29,30,35,31.072727272727278,2012,2015
8603,46130,other,0,164,53,32.0,7,2012-09-22 22:00:00,2012-09-15 22:00:00,2,44,46,46,45.0,2012,2012
8604,46138,USA,0,177,68,24.0,5,2012-10-25 22:00:00,2012-10-25 22:00:00,2,46,46,46,46.0,2012,2012
8605,46139,MEX,0,185,68,22.0,6,2013-03-02 23:00:00,2014-08-02 22:00:00,4,50,48,50,45.0,2013,2014
8606,46141,SWE,0,179,68,28.0,6,2012-07-10 22:00:00,2017-08-16 22:00:00,48,36,46,53,42.97916666666666,2012,2017
8607,46147,BRA,0,175,73,41.0,6,2011-07-16 22:00:00,2013-07-20 22:00:00,36,31,46,46,37.66666666666666,2011,2013
8608,46174,DEU,1,161,53,31.0,7,2012-06-26 22:00:00,2016-05-07 22:00:00,51,37,29,44,34.47058823529412,2012,2016
8609,46183,ESP,0,174,73,38.0,24,2012-11-18 23:00:00,2014-05-11 22:00:00,13,49,40,51,46.30769230769231,2012,2014
8610,46184,DEU,0,191,73,39.0,11,2012-10-20 22:00:00,2017-08-10 22:00:00,278,51,46,57,41.95323741007194,2012,2017
8611,46209,USA,0,186,78,26.0,7,2012-10-27 22:00:00,2013-02-23 23:00:00,8,53,50,57,52.625,2012,2013
8612,46211,other,0,175,73,32.0,17,2012-11-07 23:00:00,2017-09-09 22:00:00,239,55,62,62,53.06694560669456,2012,2017
8613,46215,DEU,0,187,83,28.0,7,2012-11-22 23:00:00,2017-06-01 22:00:00,114,46,36,52,41.75438596491228,2012,2017
8614,46232,ITA,0,178,63,24.0,7,2013-03-25 23:00:00,2016-10-27 22:00:00,26,53,53,65,53.23076923076923,2013,2016
8615,46240,SWE,1,167,58,36.0,7,2012-08-17 22:00:00,2013-04-30 22:00:00,14,42,38,42,35.42857142857143,2012,2013
8616,46247,ESP,0,173,68,35.0,19,2000-06-01 22:00:00,2014-03-21 23:00:00,100,44,62,62,45.09,2000,2014
8617,46248,ESP,0,185,73,22.0,6,2012-11-10 23:00:00,2017-09-10 22:00:00,73,46,55,62,52.917808219178085,2012,2017
8618,46253,CZE,0,180,63,24.0,4,2015-07-14 22:00:00,2015-07-14 22:00:00,1,62,62,62,62.0,2015,2015
8619,46268,USA,0,173,63,21.0,7,2012-11-11 23:00:00,2013-10-04 22:00:00,16,53,35,55,41.5625,2012,2013
8620,46283,GBR,0,190,68,25.0,7,2016-04-25 22:00:00,2016-04-25 22:00:00,1,51,51,51,51.0,2016,2016
8621,46286,ITA,0,166,58,38.0,14,2013-02-16 23:00:00,2014-07-04 22:00:00,24,62,57,62,55.04166666666666,2013,2014
8622,46296,ESP,0,177,68,34.0,13,2012-10-16 22:00:00,2017-05-06 22:00:00,82,62,49,66,55.78048780487805,2012,2017
8623,46302,BRA,1,160,48,42.0,5,2012-12-12 23:00:00,2016-12-21 23:00:00,126,40,36,53,41.92857142857143,2012,2016
8624,46319,ITA,0,178,63,37.0,20,2012-11-15 23:00:00,2012-11-15 23:00:00,2,62,61,62,61.5,2012,2012
8625,46320,DEU,0,183,78,37.0,14,2010-10-19 22:00:00,2017-08-28 22:00:00,185,61,51,63,48.1945945945946,2010,2017
8626,46334,USA,0,175,68,40.0,25,1999-08-12 22:00:00,2016-10-29 22:00:00,19,59,59,64,54.10526315789474,1999,2016
8627,46345,other,0,170,63,38.0,11,2014-03-21 23:00:00,2014-03-21 23:00:00,1,40,40,40,40.0,2014,2014
8628,46354,other,0,180,78,35.0,7,2012-11-17 23:00:00,2012-11-17 23:00:00,4,31,33,33,32.0,2012,2012
8629,46358,other,0,183,78,30.0,7,2014-04-26 22:00:00,2017-08-26 22:00:00,144,35,36,55,40.99305555555556,2014,2017
8630,46369,ESP,1,159,48,27.0,7,2012-11-22 23:00:00,2016-11-04 23:00:00,270,57,53,62,47.34444444444444,2012,2016
8631,46372,other,0,183,68,32.0,10,2012-11-10 23:00:00,2017-08-26 22:00:00,248,49,59,63,48.53225806451613,2012,2017
8632,46378,ESP,0,165,53,29.0,5,2013-08-20 22:00:00,2017-08-20 22:00:00,74,36,38,59,42.2972972972973,2013,2017
8633,46380,BRA,0,175,78,35.0,13,2012-11-16 23:00:00,2014-12-13 23:00:00,73,51,53,55,44.12328767123287,2012,2014
8634,46393,USA,0,177,68,39.0,11,2012-11-17 23:00:00,2012-11-17 23:00:00,3,44,33,44,37.66666666666666,2012,2012
8635,46407,DEU,0,175,78,25.0,11,2012-03-20 23:00:00,2017-07-15 22:00:00,174,48,40,68,55.672413793103445,2012,2017
8636,46410,other,0,176,78,28.0,7,2012-11-22 23:00:00,2012-11-28 23:00:00,18,32,46,46,39.72222222222222,2012,2012
8637,46431,AUT,0,190,78,22.0,6,2013-05-24 22:00:00,2016-07-04 22:00:00,34,48,59,62,51.44117647058823,2013,2016
8638,46442,DEU,0,176,73,28.0,15,2011-10-31 23:00:00,2013-07-30 22:00:00,32,46,40,57,48.15625,2011,2013
8639,46446,HRV,1,170,63,22.0,8,2010-10-15 22:00:00,2014-12-18 23:00:00,19,36,40,44,38.0,2010,2014
8640,46469,ITA,0,182,73,31.0,9,2012-11-13 23:00:00,2013-10-26 22:00:00,7,40,42,42,40.42857142857143,2012,2013
8641,46476,SVN,0,172,68,35.0,5,2012-12-15 23:00:00,2017-08-14 22:00:00,863,29,36,56,37.12282734646582,2012,2017
8642,46483,RUS,0,176,68,33.0,6,2012-05-05 22:00:00,2017-05-30 22:00:00,58,36,40,57,42.01724137931034,2012,2017
8643,46490,other,0,177,68,30.0,12,2012-11-26 23:00:00,2013-01-01 23:00:00,3,59,58,59,58.66666666666666,2012,2013
8644,46491,other,0,173,68,32.0,13,2012-10-30 23:00:00,2012-11-19 23:00:00,5,49,53,62,52.8,2012,2012
8645,46497,GBR,0,168,63,27.0,11,2014-05-31 22:00:00,2014-07-12 22:00:00,10,46,42,46,41.8,2014,2014
8646,46502,RUS,1,167,48,32.0,14,2012-12-08 23:00:00,2012-12-25 23:00:00,11,42,44,51,42.81818181818182,2012,2012
8647,46507,USA,0,180,58,22.0,6,2012-11-15 23:00:00,2014-04-03 22:00:00,38,57,36,57,45.47368421052632,2012,2014
8648,46510,HRV,0,180,73,32.0,5,2012-10-04 22:00:00,2017-08-19 22:00:00,700,49,51,62,45.892857142857146,2012,2017
8649,46515,CZE,1,158,43,19.0,10,2012-11-30 23:00:00,2012-11-30 23:00:00,1,62,62,62,62.0,2012,2012
8650,46527,SWE,0,180,73,25.0,6,2013-02-26 23:00:00,2017-06-21 22:00:00,85,53,59,66,55.694117647058825,2013,2017
8651,46528,BRA,0,172,68,44.0,5,2013-02-09 23:00:00,2016-07-15 22:00:00,169,39,33,57,43.44378698224852,2013,2016
8652,46529,NOR,1,168,58,56.0,13,2011-05-11 22:00:00,2011-05-25 22:00:00,5,36,38,38,36.4,2011,2011
8653,46537,ITA,0,182,58,33.0,19,2010-06-15 22:00:00,2013-06-29 22:00:00,5,64,66,66,63.2,2010,2013
8654,46548,CHE,0,191,83,37.0,6,2012-12-03 23:00:00,2012-12-03 23:00:00,2,31,31,31,31.0,2012,2012
8655,46576,BRA,1,176,63,33.0,6,2012-12-03 23:00:00,2013-08-23 22:00:00,11,40,38,42,38.90909090909091,2012,2013
8656,46587,ESP,0,175,68,35.0,8,2013-06-22 22:00:00,2017-08-05 22:00:00,120,49,55,59,49.075,2013,2017
8657,46589,ESP,0,168,58,46.0,14,2012-11-15 23:00:00,2014-08-23 22:00:00,33,44,42,49,44.0,2012,2014
8658,46590,GBR,0,186,73,30.0,5,2013-03-05 23:00:00,2017-08-19 22:00:00,135,42,52,59,46.08888888888889,2013,2017
8659,46629,ITA,1,165,53,26.0,5,2012-12-27 23:00:00,2017-03-26 22:00:00,129,29,28,40,33.21705426356589,2012,2017
8660,46637,BRA,0,182,63,31.0,6,2013-02-20 23:00:00,2017-02-14 23:00:00,105,53,59,59,47.68571428571428,2013,2017
8661,46639,BRA,0,170,63,32.0,7,2013-01-12 23:00:00,2014-07-06 22:00:00,24,49,40,52,43.16666666666666,2013,2014
8662,46646,MEX,0,168,48,35.0,13,2012-12-16 23:00:00,2017-08-11 22:00:00,113,68,67,72,62.80530973451327,2012,2017
8663,46654,other,0,166,53,29.0,7,2013-08-22 22:00:00,2012-03-21 23:00:00,7,72,66,72,67.28571428571429,2013,2012
8664,46659,ITA,0,183,68,32.0,6,2012-12-10 23:00:00,2017-04-23 22:00:00,156,46,44,57,45.92948717948718,2012,2017
8665,46664,ESP,0,186,78,48.0,26,2012-11-10 23:00:00,2012-12-12 23:00:00,9,36,33,40,34.77777777777778,2012,2012
8666,46669,other,0,174,63,39.0,11,2013-09-23 22:00:00,2016-11-15 23:00:00,62,48,51,59,51.75806451612903,2013,2016
8667,46675,POL,0,183,73,24.0,7,2012-05-29 22:00:00,2015-05-11 22:00:00,84,42,36,44,36.91666666666666,2012,2015
8668,46678,CAN,0,183,63,25.0,9,2012-12-11 23:00:00,2012-12-11 23:00:00,4,59,42,59,51.25,2012,2012
8669,46679,BRA,0,172,78,52.0,5,2012-12-11 23:00:00,2012-12-11 23:00:00,2,33,33,33,33.0,2012,2012
8670,46699,other,0,177,63,27.0,7,2012-10-26 22:00:00,2012-10-26 22:00:00,10,38,40,40,38.2,2012,2012
8671,46708,ESP,0,172,68,26.0,5,2012-12-04 23:00:00,2014-08-17 22:00:00,3,40,42,44,42.0,2012,2014
8672,46715,BRA,0,189,73,24.0,10,2013-01-23 23:00:00,2013-02-28 23:00:00,2,41,51,51,46.0,2013,2013
8673,46726,USA,0,176,73,25.0,7,2012-09-30 22:00:00,2012-09-30 22:00:00,8,36,30,40,34.0,2012,2012
8674,46738,ESP,0,173,63,31.0,6,2012-12-19 23:00:00,2012-12-19 23:00:00,2,31,38,38,34.5,2012,2012
8675,46744,FRA,0,179,58,43.0,22,2012-12-18 23:00:00,2013-02-09 23:00:00,7,53,59,62,57.42857142857143,2012,2013
8676,46761,USA,0,172,63,29.0,6,2013-05-25 22:00:00,2016-09-30 22:00:00,5,44,49,52,44.0,2013,2016
8677,46771,ESP,0,178,63,32.0,5,2012-12-14 23:00:00,2012-12-14 23:00:00,1,29,29,29,29.0,2012,2012
8678,46779,ESP,0,183,73,32.0,12,2012-11-24 23:00:00,2013-06-28 22:00:00,41,29,38,38,32.19512195121951,2012,2013
8679,46780,GBR,0,168,68,21.0,9,2012-12-15 23:00:00,2017-08-22 22:00:00,135,58,67,70,61.37777777777778,2012,2017
8680,46795,FRA,0,183,58,28.0,5,2013-05-06 22:00:00,2013-04-13 22:00:00,2,36,36,36,36.0,2013,2013
8681,46808,PRT,0,174,68,44.0,6,2013-01-05 23:00:00,2014-04-13 22:00:00,33,33,29,38,32.666666666666664,2013,2014
8682,46809,ESP,0,182,73,42.0,20,2012-11-25 23:00:00,2017-08-31 22:00:00,572,40,53,53,42.04020979020979,2012,2017
8683,46811,ITA,0,182,58,30.0,7,2012-12-24 23:00:00,2017-08-31 22:00:00,209,63,61,66,60.20095693779904,2012,2017
8684,46822,other,0,177,68,37.0,8,2012-11-21 23:00:00,2012-11-21 23:00:00,1,49,49,49,49.0,2012,2012
8685,46827,ITA,0,169,48,21.0,7,2012-12-26 23:00:00,2012-12-26 23:00:00,1,33,33,33,33.0,2012,2012
8686,46836,AUS,1,176,63,28.0,6,2012-11-27 23:00:00,2012-01-31 23:00:00,23,51,40,53,46.47826086956522,2012,2012
8687,46862,SWE,0,180,68,40.0,5,2013-09-20 22:00:00,2013-09-07 22:00:00,2,36,36,36,36.0,2013,2013
8688,46875,ESP,0,173,73,39.0,9,2013-04-17 22:00:00,2017-06-17 22:00:00,108,42,46,49,39.81481481481482,2013,2017
8689,46885,USA,0,172,58,29.0,8,2013-11-03 23:00:00,2016-04-10 22:00:00,6,51,64,64,57.333333333333336,2013,2016
8690,46894,ITA,0,170,63,19.0,13,2013-06-18 22:00:00,2017-09-07 22:00:00,62,61,68,70,64.20967741935483,2013,2017
8691,46895,AUT,0,178,68,22.0,5,2012-12-31 23:00:00,2013-01-05 23:00:00,16,38,40,42,39.375,2013,2013
8692,46907,ITA,0,182,63,32.0,15,2011-10-01 22:00:00,2017-07-20 22:00:00,6,55,62,62,51.833333333333336,2011,2017
8693,46910,BEL,0,193,83,34.0,11,2011-09-28 22:00:00,2013-05-04 22:00:00,13,49,36,49,41.53846153846154,2011,2013
8694,46924,ESP,0,180,73,26.0,6,2012-06-04 22:00:00,2015-09-10 22:00:00,65,51,48,53,43.09230769230769,2012,2015
8695,46925,DEU,0,174,68,34.0,9,2012-06-01 22:00:00,2017-09-01 22:00:00,197,55,57,59,50.61421319796954,2012,2017
8696,46927,BEL,0,181,68,32.0,7,2013-06-10 22:00:00,2017-05-15 22:00:00,163,33,33,51,36.97546012269939,2013,2017
8697,46929,POL,0,179,63,28.0,6,2013-01-11 23:00:00,2017-09-09 22:00:00,265,36,48,59,46.08301886792453,2013,2017
8698,46933,USA,0,172,63,28.0,10,2016-07-03 22:00:00,2016-07-03 22:00:00,3,55,55,59,56.333333333333336,2016,2016
8699,46935,ITA,0,184,73,33.0,5,2012-04-30 22:00:00,2017-04-14 22:00:00,175,43,40,53,40.04571428571428,2012,2017
8700,46939,BRA,0,178,68,44.0,11,2012-03-08 23:00:00,2016-01-02 23:00:00,57,55,54,66,47.8421052631579,2012,2016
8701,46940,USA,0,184,78,27.0,9,2012-01-01 23:00:00,2012-01-01 23:00:00,1,53,53,53,53.0,2012,2012
8702,46950,ESP,0,173,68,20.0,6,2012-12-04 23:00:00,2016-12-30 23:00:00,60,40,30,51,37.93333333333333,2012,2016
8703,46959,USA,0,182,88,19.0,12,2013-02-24 23:00:00,2017-08-30 22:00:00,119,46,62,68,51.77310924369748,2013,2017
8704,46961,USA,0,185,73,22.0,7,2013-01-04 23:00:00,2017-07-13 22:00:00,31,46,55,64,51.03225806451613,2013,2017
8705,46964,AUS,1,139,40,13.0,6,2013-01-04 23:00:00,2017-04-13 22:00:00,195,49,72,72,51.55897435897436,2013,2017
8706,46968,other,0,170,53,29.0,15,2012-12-21 23:00:00,2013-03-03 23:00:00,27,64,59,68,62.03703703703704,2012,2013
8707,46975,ITA,0,173,63,24.0,6,2012-07-15 22:00:00,2014-03-27 23:00:00,5,46,53,57,51.4,2012,2014
8708,46984,other,1,156,53,42.0,7,2013-01-05 23:00:00,2013-01-05 23:00:00,26,36,38,51,39.84615384615385,2013,2013
8709,47000,SVN,0,183,73,26.0,11,2013-04-09 22:00:00,2017-09-02 22:00:00,162,63,70,72,62.901234567901234,2013,2017
8710,47007,other,0,138,40,12.0,5,2013-01-21 23:00:00,2017-08-03 22:00:00,135,31,62,70,51.55555555555556,2013,2017
8711,47008,BRA,0,174,68,27.0,5,2012-10-24 22:00:00,2012-10-24 22:00:00,3,31,33,33,31.666666666666668,2012,2012
8712,47022,CHE,0,194,88,31.0,8,2013-04-06 22:00:00,2017-08-24 22:00:00,100,33,40,53,39.29,2013,2017
8713,47049,DEU,1,170,58,28.0,5,2013-01-02 23:00:00,2014-01-01 23:00:00,17,42,38,49,38.23529411764706,2013,2014
8714,47050,ITA,1,163,48,34.0,5,2012-12-09 23:00:00,2012-12-09 23:00:00,4,36,36,40,37.5,2012,2012
8715,47057,ITA,0,178,73,40.0,6,2012-09-11 22:00:00,2017-09-04 22:00:00,101,46,52,62,44.86138613861386,2012,2017
8716,47072,other,0,170,63,35.0,17,2013-07-14 22:00:00,2017-03-29 22:00:00,65,51,59,68,50.89230769230769,2013,2017
8717,47076,ESP,0,169,58,28.0,25,2012-12-30 23:00:00,2017-05-03 22:00:00,130,64,59,68,59.39230769230769,2012,2017
8718,47081,USA,0,183,83,29.0,6,2013-03-08 23:00:00,2013-03-08 23:00:00,1,49,49,49,49.0,2013,2013
8719,47092,FRA,0,168,63,31.0,5,2012-10-13 22:00:00,2016-03-04 23:00:00,114,38,55,62,45.32456140350877,2012,2016
8720,47098,FRA,1,162,48,24.0,20,2013-01-05 23:00:00,2017-08-01 22:00:00,86,51,62,66,54.627906976744185,2013,2017
8721,47106,other,0,178,68,18.0,13,2012-07-15 22:00:00,2016-09-24 22:00:00,76,51,51,66,53.89473684210526,2012,2016
8722,47111,USA,0,168,58,30.0,12,2013-01-20 23:00:00,2015-07-23 22:00:00,26,31,51,51,41.73076923076923,2013,2015
8723,47116,ZAF,0,182,68,27.0,10,2011-01-22 23:00:00,2016-03-25 23:00:00,153,42,36,55,42.81699346405229,2011,2016
8724,47117,ESP,0,164,68,38.0,6,2013-08-06 22:00:00,2013-08-12 22:00:00,5,33,29,40,35.6,2013,2013
8725,47128,ESP,0,170,63,22.0,7,2013-01-13 23:00:00,2013-01-20 23:00:00,15,44,53,62,50.66666666666666,2013,2013
8726,47150,ESP,0,182,78,44.0,25,2013-01-13 23:00:00,2017-05-22 22:00:00,115,49,48,57,50.04347826086956,2013,2017
8727,47151,ESP,0,182,68,26.0,5,2013-02-26 23:00:00,2013-02-26 23:00:00,1,29,29,29,29.0,2013,2013
8728,47163,other,0,176,63,27.0,10,2013-01-19 23:00:00,2017-03-02 23:00:00,37,55,48,68,53.91891891891892,2013,2017
8729,47171,BRA,0,170,63,29.0,10,2014-03-03 23:00:00,2014-03-08 23:00:00,60,40,44,51,41.766666666666666,2014,2014
8730,47185,DEU,0,174,68,35.0,7,2013-01-17 23:00:00,2017-05-19 22:00:00,122,57,46,57,43.75409836065574,2013,2017
8731,47187,FRA,0,160,48,19.0,13,2013-01-17 23:00:00,2015-12-18 23:00:00,46,70,61,71,61.45652173913044,2013,2015
8732,47190,BRA,1,163,63,34.0,14,2003-04-07 22:00:00,2005-06-17 22:00:00,7,36,49,55,41.85714285714285,2003,2005
